Participant,Condition,StimStep,StimLength,PrevStimStep,Response,RT,Trial24,Trial72,Resp
637,Noise,3,Long,2,1,921,5,5,1
637,Noise,1,Long,3,0,939,6,6,0
637,Noise,6,Short,1,1,512,7,7,1
637,Noise,3,Short,6,0,616,8,8,0
637,Noise,5,Short,3,1,682,9,9,1
637,Noise,4,Long,5,1,545,10,10,1
637,Noise,5,Long,4,1,544,11,11,1
637,Noise,6,Long,5,1,572,12,12,1
637,Noise,5,Long,6,1,507,13,13,1
637,Noise,6,Long,5,1,557,14,14,1
637,Noise,2,Short,6,0,519,15,15,0
637,Noise,6,Short,2,1,574,16,16,1
637,Noise,3,Short,6,0,565,17,17,0
637,Noise,2,Long,3,0,617,18,18,0
637,Noise,3,Long,2,0,687,19,19,0
637,Noise,4,Short,3,1,793,20,20,1
637,Noise,1,Short,4,0,545,21,21,0
637,Noise,1,Long,1,0,617,22,22,0
637,Noise,4,Long,1,1,525,23,23,1
637,Noise,5,Short,4,1,506,24,24,1
637,Music,4,Short,4,1,582,1,25,1
637,Music,4,Long,4,1,564,2,26,1
637,Music,5,Long,4,1,653,3,27,1
637,Music,5,Short,5,1,456,4,28,1
637,Music,2,Short,5,0,434,5,29,0
637,Music,1,Long,2,0,480,6,30,0
637,Music,1,Short,1,0,405,7,31,0
637,Music,6,Short,1,1,449,8,32,1
637,Music,2,Long,6,0,301,9,33,0
637,Music,3,Long,2,0,385,10,34,0
637,Music,6,Long,3,1,443,11,35,1
637,Music,3,Short,6,0,580,12,36,0
637,Music,1,Long,3,0,615,13,37,0
637,Music,6,Long,1,1,544,14,38,1
637,Music,3,Long,6,0,537,15,39,0
637,Music,5,Long,3,1,624,16,40,1
637,Music,3,Short,5,0,536,17,41,0
637,Music,4,Long,3,1,547,18,42,1
637,Music,6,Short,4,1,504,19,43,1
637,Music,2,Long,6,0,377,20,44,0
637,Music,2,Short,2,0,539,21,45,0
637,Music,5,Short,2,1,629,22,46,1
637,Music,1,Short,5,0,523,23,47,0
637,Music,4,Short,1,0,791,24,48,0
637,Silence,4,Short,4,1,826,1,49,1
637,Silence,5,Short,4,1,461,2,50,1
637,Silence,3,Long,5,1,795,3,51,1
637,Silence,1,Short,3,0,527,4,52,0
637,Silence,6,Long,1,1,627,5,53,1
637,Silence,6,Short,6,1,538,6,54,1
637,Silence,2,Short,6,0,577,7,55,0
637,Silence,1,Long,2,0,521,8,56,0
637,Silence,2,Long,1,0,547,9,57,0
637,Silence,3,Short,2,1,616,10,58,1
637,Silence,5,Long,3,1,621,11,59,1
637,Silence,4,Long,5,1,760,12,60,1
637,Silence,6,Long,4,1,614,13,61,1
637,Silence,2,Short,6,0,471,14,62,0
637,Silence,4,Short,2,1,601,15,63,1
637,Silence,5,Short,4,1,517,16,64,1
637,Silence,6,Short,5,1,521,17,65,1
637,Silence,1,Long,6,0,542,18,66,0
637,Silence,4,Long,1,1,585,19,67,1
637,Silence,3,Long,4,1,681,20,68,1
637,Silence,3,Short,3,1,507,21,69,1
637,Silence,5,Long,3,1,570,22,70,1
637,Silence,2,Long,5,0,531,23,71,0
637,Silence,1,Short,2,0,489,24,72,0
